deck_file,output_file,vdd,temp,width_inv,width_p1,width_p2,width_p3,width_p4,width_n1,width_n2,width_n3,width_n4,cload,switching_input,static_input,static_state
spice/generated/xor2_0466.cir,spice/outputs/xor2_0466_output.txt,1.457,-30.3,0.833,0.852,1.862,1.995,1.909,1.951,1.397,1.622,0.568,5.82,b,a,1
spice/generated/xor2_0467.cir,spice/outputs/xor2_0467_output.txt,1.987,70.8,0.632,1.838,0.562,0.769,0.755,1.239,1.009,1.202,0.634,14.49,b,a,0
spice/generated/xor2_0468.cir,spice/outputs/xor2_0468_output.txt,1.556,11.7,1.479,1.249,1.96,0.922,1.041,1.145,1.854,0.895,1.744,18.61,b,a,1
spice/generated/xor2_0469.cir,spice/outputs/xor2_0469_output.txt,1.936,12.1,1.495,1.646,0.727,1.78,1.486,1.697,0.58,0.723,0.845,1.68,b,a,0
spice/generated/xor2_0470.cir,spice/outputs/xor2_0470_output.txt,1.824,32.0,1.495,1.891,0.561,1.035,1.564,1.228,1.239,1.769,1.8,3.35,a,b,0
spice/generated/xor2_0471.cir,spice/outputs/xor2_0471_output.txt,1.921,-10.2,0.668,1.263,0.909,1.836,1.379,1.375,1.957,1.289,1.356,8.91,a,b,0
spice/generated/xor2_0472.cir,spice/outputs/xor2_0472_output.txt,1.861,71.7,1.387,0.539,1.522,1.521,1.091,1.386,1.927,1.755,0.731,2.54,b,a,1
spice/generated/xor2_0473.cir,spice/outputs/xor2_0473_output.txt,1.777,4.4,1.158,0.994,0.566,1.434,1.18,1.921,2.0,1.86,1.696,3.46,a,b,1
spice/generated/xor2_0474.cir,spice/outputs/xor2_0474_output.txt,1.594,-30.8,0.571,1.928,1.072,1.098,0.767,1.948,1.798,0.634,1.779,4.1,b,a,1
spice/generated/xor2_0475.cir,spice/outputs/xor2_0475_output.txt,1.788,117.5,0.654,0.948,1.702,1.604,1.883,1.856,1.405,1.039,0.644,7.98,a,b,1
spice/generated/xor2_0476.cir,spice/outputs/xor2_0476_output.txt,1.667,24.0,0.768,1.401,0.635,1.134,1.052,0.78,1.446,0.639,1.27,19.49,a,b,0
spice/generated/xor2_0477.cir,spice/outputs/xor2_0477_output.txt,1.958,47.0,1.147,0.626,1.202,0.619,1.702,0.951,1.976,1.526,0.951,5.72,b,a,1
spice/generated/xor2_0478.cir,spice/outputs/xor2_0478_output.txt,1.741,50.9,1.417,1.27,1.266,1.12,1.197,1.58,1.719,1.033,1.378,15.6,a,b,0
spice/generated/xor2_0479.cir,spice/outputs/xor2_0479_output.txt,1.844,36.4,1.286,1.764,0.568,1.124,1.557,0.971,1.586,1.636,1.175,16.35,b,a,0
spice/generated/xor2_0480.cir,spice/outputs/xor2_0480_output.txt,1.527,-27.1,1.482,0.889,1.51,1.151,0.527,1.092,0.52,1.484,1.19,8.7,b,a,1
spice/generated/xor2_0481.cir,spice/outputs/xor2_0481_output.txt,1.771,120.7,0.861,1.511,1.535,1.092,0.954,0.688,0.521,0.668,0.524,19.44,a,b,0
spice/generated/xor2_0482.cir,spice/outputs/xor2_0482_output.txt,1.689,-16.0,0.742,1.763,1.787,1.308,0.629,1.655,0.722,1.133,0.675,18.15,b,a,1
spice/generated/xor2_0483.cir,spice/outputs/xor2_0483_output.txt,1.683,101.9,1.085,0.802,1.354,1.751,0.576,0.512,1.446,1.57,1.969,17.12,b,a,0
spice/generated/xor2_0484.cir,spice/outputs/xor2_0484_output.txt,1.692,40.2,1.091,1.417,1.518,1.725,1.232,1.571,1.292,1.133,0.974,2.21,b,a,1
spice/generated/xor2_0485.cir,spice/outputs/xor2_0485_output.txt,1.47,62.7,1.146,1.172,1.154,0.742,1.589,1.204,1.157,1.261,1.381,14.01,b,a,0
spice/generated/xor2_0486.cir,spice/outputs/xor2_0486_output.txt,1.93,79.3,0.89,1.125,1.912,1.479,1.04,1.208,1.956,0.743,0.811,14.12,a,b,1
spice/generated/xor2_0487.cir,spice/outputs/xor2_0487_output.txt,1.477,-7.1,1.106,0.651,1.124,1.991,0.955,0.814,0.571,0.527,1.821,7.78,a,b,0
spice/generated/xor2_0488.cir,spice/outputs/xor2_0488_output.txt,1.897,107.6,0.532,0.595,1.146,1.426,0.681,0.836,0.887,1.01,1.033,1.89,b,a,0
spice/generated/xor2_0489.cir,spice/outputs/xor2_0489_output.txt,1.912,104.2,1.104,0.656,0.576,1.919,1.698,1.944,1.634,1.962,1.672,12.58,a,b,0
spice/generated/xor2_0490.cir,spice/outputs/xor2_0490_output.txt,1.704,-12.4,0.618,0.808,1.042,1.593,1.562,1.643,1.248,1.806,0.731,7.91,a,b,0
spice/generated/xor2_0491.cir,spice/outputs/xor2_0491_output.txt,1.909,32.5,0.916,1.654,0.868,1.714,1.012,1.258,0.628,1.059,1.632,7.85,a,b,0
spice/generated/xor2_0492.cir,spice/outputs/xor2_0492_output.txt,1.852,47.4,1.287,0.707,1.143,1.877,1.847,1.928,1.274,1.523,1.916,9.41,a,b,0
spice/generated/xor2_0493.cir,spice/outputs/xor2_0493_output.txt,1.451,11.9,1.482,0.746,0.592,1.639,1.49,1.462,1.854,0.587,1.447,14.55,b,a,1
spice/generated/xor2_0494.cir,spice/outputs/xor2_0494_output.txt,1.641,72.3,1.054,0.956,1.614,1.864,0.512,0.92,1.292,1.881,1.55,9.48,a,b,1
spice/generated/xor2_0495.cir,spice/outputs/xor2_0495_output.txt,1.818,106.5,1.282,1.107,0.796,0.952,0.555,1.002,1.588,1.61,0.689,19.85,b,a,0
spice/generated/xor2_0496.cir,spice/outputs/xor2_0496_output.txt,1.456,51.0,1.021,1.636,0.74,0.542,1.695,1.389,0.862,1.661,1.59,19.75,a,b,0
spice/generated/xor2_0497.cir,spice/outputs/xor2_0497_output.txt,1.905,2.9,1.007,0.686,1.635,1.912,1.173,1.359,0.508,1.008,0.854,15.17,a,b,1
spice/generated/xor2_0498.cir,spice/outputs/xor2_0498_output.txt,1.58,70.0,1.315,1.359,0.71,1.066,1.606,0.658,1.275,0.789,1.668,9.63,a,b,1
spice/generated/xor2_0499.cir,spice/outputs/xor2_0499_output.txt,1.897,-26.5,0.562,1.833,1.214,1.169,1.054,1.289,1.382,1.278,1.092,6.01,b,a,1
